R177,1501
4F-35-BK,1500
WIL900,1499
Va17,1498
PHV78,1497
PHV63,1496
PHN34,1495
PHG35,1494
PHEG9,1493
Pa91,1492
NC412,1491
NC368,1490
NC290A,1489
NC250,1488
N209,1487
N200,1486
Mo5,1485
M14,1484
LH65,1483
LH211,1482
K55,1481
K47,1480
J47,1479
INBRED-109,1478
IDS69,1477
HUOBAI,1476
H96,1475
H122w,1474
H113,1473
F118,1472
DE811,1471
B79,1470
B77,1469
B68,1468
B57,1467
B2,1466
B104,1465
A619,1464
4F-234-BX-4,1463
33-16,1462
WIL901,1461
B105,1460
Yu796-NS,1459
YE-4,1458
WXB6,1457
W820G,1456
W819G,1455
W817G,1454
W815G,1453
W809G,1452
W803G,1451
W610S,1450
W32,1449
VaW6,1448
Va59,1447
Va35,1446
Va22,1445
Va102,1444
R71,1443
R229,1442
R227,1441
R226,1440
PHW65,1439
PHW53,1438
PHR62,1437
PHR58,1436
PHR03,1435
PHP85,1434
PHK29,1433
PHJ33,1432
Pa880,1431
Pa762,1430
Os426,1429
NY6371,1428
NC342,1427
NC326,1426
NC294,1425
N7A,1424
N28,1423
N218,1422
N217,1421
MS24A,1420
Mo1W,1419
MBPM,1418
LH216,1417
LH205,1416
LH194,1415
LH192,1414
LH191,1413
K41,1412
INBRED-305,1411
INBRED-141,1410
IDS91,1409
IDS28,1408
HP301,1407
H84,1406
H110,1405
FR19,1404
F2834T,1403
E8501,1402
DE3,1401
DE2,1400
B98,1399
B97,1398
B84,1397
B66,1396
B65,1395
B47,1394
B46,1393
B14,1392
B110,1391
B108,1390
AusTRCF-306238,1389
A,1388
87916W,1387
6M502A,1386
6M502,1385
YING-55,1384
WU-TAN-TZAO,1383
WIL903,1382
Wf9,1381
W813G,1380
W812G,1379
W810G,1378
W606S,1377
W24,1376
W23,1375
W22,1374
Va26,1373
Tr,1372
R78,1371
PHZ51,1370
PHWG5,1369
PHW79,1368
PHW43,1367
PHT55,1366
PHT47,1365
PHT22,1364
PHT10,1363
PHR55,1362
PHR31,1361
PHPR5,1360
PHN46,1359
PHK93,1358
PHK56,1357
PHJ70,1356
PHBB3,1355
Pa778,1354
Oh7,1353
OC19,1352
NY-166,1351
NKS8326,1350
NK740,1349
NC328,1348
N542,1347
N534,1346
N527,1345
N523,1344
N501,1343
N28Ht,1342
N215,1341
N211,1340
MS67,1339
MS221,1338
Mo46,1337
MM501D,1336
MBWZ,1335
MBST,1334
LH60,1333
LH59,1332
LH224,1331
LH215,1330
LH214,1329
LH213,1328
LH208,1327
LH195,1326
LH193,1325
LH190,1324
LH181,1323
LH128,1322
LH1,1321
L-289,1320
KUNG-70,1319
K150,1318
J8606,1317
INBRED-321,1316
INBRED-309,1315
INB-101LFY,1314
Il778d,1313
Hy,1312
HUANYAO,1311
H95,1310
H91,1309
H71,1308
H5,1307
H121,1306
H114,1305
H105W,1304
CQ702RC,1303
CO258,1302
CO257,1301
CH701-30,1300
CG102,1299
B88,1298
B75,1297
B70,1296
B37,1295
B164,1294
B14A,1293
B121,1292
B120,1291
B119,1290
B111,1289
B109,1288
A797NW,1287
A321,1286
78551S,1285
4N506,1284
2MCDB,1283
W814G,1282
DK78371A,1281
ZS365,1280
YONG-28,1279
W821G,1278
W811G,1277
W611S,1276
W607S,1275
W37A,1274
TZU-CHIAO-HSI-WU-105,1273
SG-30A,1272
Seagull-Seventeen,1271
S8326,1270
R168,1269
PHW52,1268
PHR47,1267
PHN29,1266
PHM10,1265
PHK35,1264
PHHH9,1263
PHG83,1262
Pa875,1261
NS701,1260
ND259,1259
LP1-NR-HT,1258
LH227,1257
LH204,1256
LH199,1255
LH197,1254
LH185,1253
B73,1252
PH207,1251
Va99,1250
Va52,1249
SD40,1248
SD107,1247
R181B,1246
R113,1245
PHR36,1244
PHK76,1243
PHG86,1242
PHG80,1241
PHB09,1240
Pa392,1239
Os420,1238
OH33,1237
NC310,1236
N6,1235
N201,1234
MS226,1233
MS211,1232
MS132,1231
Mo47,1230
Mo17,1229
LH93,1228
LH74,1227
LH127,1226
ICI-986,1225
ICI-893,1224
ICI-740,1223
H42,1222
DKIB014,1221
DK78010,1220
DE4,1219
C103,1218
B115,1217
B114,1216
B107,1215
B-28,1214
AS6103,1213
A663,1212
A659,1211
A648,1210
A635,1209
A632,1208
A627,1207
A401,1206
A272,1205
A239,1204
6F629,1203
2MA22,1202
2FADB,1201
78010,1200
4226,1199
2369,1198
792,1197
DJ7,1196
W8304,1195
W612S,1194
W605S,1193
W604S,1192
W602S,1191
SD44,1190
SD101,1189
PHW80,1188
PHW30,1187
PHW17,1186
PHR63,1185
PHN82,1184
PHN66,1183
PHJ90,1182
PHHV4,1181
PHBA6,1180
PHB47,1179
Pa405,1178
Ny821,1177
NY-159,1176
NQ508,1175
NC262,1174
N193,1173
MS71,1172
MS1334,1171
LH57,1170
LH209,1169
LH198,1168
LH165,1167
LH143,1166
LH132,1165
INBRED-2-687,1164
ICI-441,1163
Eng-Li-Chih,1162
DKPB80,1161
DKFAPW,1160
DK3IIH6,1159
CI-40H,1158
C123,1157
BO9,1156
BEI-10,1155
B91,1154
B76,1153
B103,1152
B-18,1151
A71,1150
A680,1149
A634,1148
A258,1147
4F-306-108,1146
2FACC,1145
W614S,1144
LH119,1143
CH9,1142
WR3,1141
W603S,1140
SD102,1139
Q381,1138
PHK42,1137
PHG50,1136
PHG29,1135
PHBW8,1134
OQ603,1133
Oh40B,1132
NS501,1131
N192,1130
MS224,1129
MS200,1128
MS153,1127
MQ305,1126
ML606,1125
MEF156-55-2,1124
LH82,1123
LH54,1122
LH38,1121
LH223,1120
CR1HT,1119
LH206,1118
LH184,1117
LH145,1116
L-155,1115
I29,1114
H99,1113
G80,1112
DKMBNA,1111
DKFBHJ,1110
DK78002A,1109
DK4676A,1108
CR14,1107
CH157,1106
B87,1105
B85,1104
A73,1103
A682,1102
A672,1101
A649,1100
A427,1099
A374,1098
3IJI1,1097
1538,1096
764,1095
ZS635,1094
W613S,1093
PHW03,1092
PHV57,1091
PHT69,1090
PHR30,1089
PHP76,1088
PHP55,1087
PHP02,1086
PHKE6,1085
PHJR5,1084
PHJ89,1083
PHH93,1082
PHG72,1081
OS602,1080
N197,1079
MS225,1078
LP5,1077
LIBC-4,1076
LH61,1075
LH295,1074
LH202,1073
L-139,1072
ICI581,1071
ICI-193,1070
IBC2,1069
FBLA,1068
EAST-028,1067
CR-22,1066
A208,1065
790,1064
W64A,1063
W552,1062
W153R,1061
PHG71,1060
NK807,1059
NK778,1058
ND247,1057
MS72,1056
Lp215D,1055
LH222,1054
LH172,1053
LH166,1052
LH149,1051
L-127,1050
IBB15,1049
IBB14,1048
CS405,1047
CH753-4,1046
CH711-10,1045
A679,1044
A556,1043
A548,1042
A340,1041
A334,1040
29MIBZ2,1039
912,1038
793,1037
W182E,1036
W117Ht,1035
PHW86,1034
PHW20,1033
PHVA9,1032
PHV37,1031
PHTM9,1030
PHN11,1029
PHK74,1028
PHGW7,1027
PHG47,1026
Oh43,1025
NORTH-7,1024
LH146Ht,1023
L-135,1022
IA2132,1021
Ia-453,1020
FC46,1019
CM105,1018
CA-4,1017
AQA3,1016
A674,1015
A305,1014
91IFC2,1013
911,1012
W9,1011
W701BC,1010
T242,1009
PHVJ4,1008
OQ403,1007
ND265,1006
MS116,1005
A641,1004
A572,1003
A385,1002
A322,1001
PHG84,G84
R177,r1501
4F-35-BK,r1500
WIL900,r1499
Va17,r1498
PHV78,r1497
PHV63,r1496
PHN34,r1495
PHG35,r1494
PHEG9,r1493
Pa91,r1492
NC412,r1491
NC368,r1490
NC290A,r1489
NC250,r1488
N209,r1487
N200,r1486
Mo5,r1485
M14,r1484
LH65,r1483
LH211,r1482
K55,r1481
K47,r1480
J47,r1479
INBRED-109,r1478
IDS69,r1477
HUOBAI,r1476
H96,r1475
H122w,r1474
H113,r1473
F118,r1472
DE811,r1471
B79,r1470
B77,r1469
B68,r1468
B57,r1467
B2,r1466
B104,r1465
A619,r1464
4F-234-BX-4,r1463
33-16,r1462
WIL901,r1461
B105,r1460
Yu796-NS,r1459
YE-4,r1458
WXB6,r1457
W820G,r1456
W819G,r1455
W817G,r1454
W815G,r1453
W809G,r1452
W803G,r1451
W610S,r1450
W32,r1449
VaW6,r1448
Va59,r1447
Va35,r1446
Va22,r1445
Va102,r1444
R71,r1443
R229,r1442
R227,r1441
R226,r1440
PHW65,r1439
PHW53,r1438
PHR62,r1437
PHR58,r1436
PHR03,r1435
PHP85,r1434
PHK29,r1433
PHJ33,r1432
Pa880,r1431
Pa762,r1430
Os426,r1429
NY6371,r1428
NC342,r1427
NC326,r1426
NC294,r1425
N7A,r1424
N28,r1423
N218,r1422
N217,r1421
MS24A,r1420
Mo1W,r1419
MBPM,r1418
LH216,r1417
LH205,r1416
LH194,r1415
LH192,r1414
LH191,r1413
K41,r1412
INBRED-305,r1411
INBRED-141,r1410
IDS91,r1409
IDS28,r1408
HP301,r1407
H84,r1406
H110,r1405
FR19,r1404
F2834T,r1403
E8501,r1402
DE3,r1401
DE2,r1400
B98,r1399
B97,r1398
B84,r1397
B66,r1396
B65,r1395
B47,r1394
B46,r1393
B14,r1392
B110,r1391
B108,r1390
AusTRCF-306238,r1389
A,r1388
87916W,r1387
6M502A,r1386
6M502,r1385
YING-55,r1384
WU-TAN-TZAO,r1383
WIL903,r1382
Wf9,r1381
W813G,r1380
W812G,r1379
W810G,r1378
W606S,r1377
W24,r1376
W23,r1375
W22,r1374
Va26,r1373
Tr,r1372
R78,r1371
PHZ51,r1370
PHWG5,r1369
PHW79,r1368
PHW43,r1367
PHT55,r1366
PHT47,r1365
PHT22,r1364
PHT10,r1363
PHR55,r1362
PHR31,r1361
PHPR5,r1360
PHN46,r1359
PHK93,r1358
PHK56,r1357
PHJ70,r1356
PHBB3,r1355
Pa778,r1354
Oh7,r1353
OC19,r1352
NY-166,r1351
NKS8326,r1350
NK740,r1349
NC328,r1348
N542,r1347
N534,r1346
N527,r1345
N523,r1344
N501,r1343
N28Ht,r1342
N215,r1341
N211,r1340
MS67,r1339
MS221,r1338
Mo46,r1337
MM501D,r1336
MBWZ,r1335
MBST,r1334
LH60,r1333
LH59,r1332
LH224,r1331
LH215,r1330
LH214,r1329
LH213,r1328
LH208,r1327
LH195,r1326
LH193,r1325
LH190,r1324
LH181,r1323
LH128,r1322
LH1,r1321
L-289,r1320
KUNG-70,r1319
K150,r1318
J8606,r1317
INBRED-321,r1316
INBRED-309,r1315
INB-101LFY,r1314
Il778d,r1313
Hy,r1312
HUANYAO,r1311
H95,r1310
H91,r1309
H71,r1308
H5,r1307
H121,r1306
H114,r1305
H105W,r1304
CQ702RC,r1303
CO258,r1302
CO257,r1301
CH701-30,r1300
CG102,r1299
B88,r1298
B75,r1297
B70,r1296
B37,r1295
B164,r1294
B14A,r1293
B121,r1292
B120,r1291
B119,r1290
B111,r1289
B109,r1288
A797NW,r1287
A321,r1286
78551S,r1285
4N506,r1284
2MCDB,r1283
W814G,r1282
DK78371A,r1281
ZS365,r1280
YONG-28,r1279
W821G,r1278
W811G,r1277
W611S,r1276
W607S,r1275
W37A,r1274
TZU-CHIAO-HSI-WU-105,r1273
SG-30A,r1272
Seagull-Seventeen,r1271
S8326,r1270
R168,r1269
PHW52,r1268
PHR47,r1267
PHN29,r1266
PHM10,r1265
PHK35,r1264
PHHH9,r1263
PHG83,r1262
Pa875,r1261
NS701,r1260
ND259,r1259
LP1-NR-HT,r1258
LH227,r1257
LH204,r1256
LH199,r1255
LH197,r1254
LH185,r1253
B73,r1252
PH207,r1251
Va99,r1250
Va52,r1249
SD40,r1248
SD107,r1247
R181B,r1246
R113,r1245
PHR36,r1244
PHK76,r1243
PHG86,r1242
PHG80,r1241
PHB09,r1240
Pa392,r1239
Os420,r1238
OH33,r1237
NC310,r1236
N6,r1235
N201,r1234
MS226,r1233
MS211,r1232
MS132,r1231
Mo47,r1230
Mo17,r1229
LH93,r1228
LH74,r1227
LH127,r1226
ICI-986,r1225
ICI-893,r1224
ICI-740,r1223
H42,r1222
DKIB014,r1221
DK78010,r1220
DE4,r1219
C103,r1218
B115,r1217
B114,r1216
B107,r1215
B-28,r1214
AS6103,r1213
A663,r1212
A659,r1211
A648,r1210
A635,r1209
A632,r1208
A627,r1207
A401,r1206
A272,r1205
A239,r1204
6F629,r1203
2MA22,r1202
2FADB,r1201
78010,r1200
4226,r1199
2369,r1198
792,r1197
DJ7,r1196
W8304,r1195
W612S,r1194
W605S,r1193
W604S,r1192
W602S,r1191
SD44,r1190
SD101,r1189
PHW80,r1188
PHW30,r1187
PHW17,r1186
PHR63,r1185
PHN82,r1184
PHN66,r1183
PHJ90,r1182
PHHV4,r1181
PHBA6,r1180
PHB47,r1179
Pa405,r1178
Ny821,r1177
NY-159,r1176
NQ508,r1175
NC262,r1174
N193,r1173
MS71,r1172
MS1334,r1171
LH57,r1170
LH209,r1169
LH198,r1168
LH165,r1167
LH143,r1166
LH132,r1165
INBRED-2-687,r1164
ICI-441,r1163
Eng-Li-Chih,r1162
DKPB80,r1161
DKFAPW,r1160
DK3IIH6,r1159
CI-40H,r1158
C123,r1157
BO9,r1156
BEI-10,r1155
B91,r1154
B76,r1153
B103,r1152
B-18,r1151
A71,r1150
A680,r1149
A634,r1148
A258,r1147
4F-306-108,r1146
2FACC,r1145
W614S,r1144
LH119,r1143
CH9,r1142
WR3,r1141
W603S,r1140
SD102,r1139
Q381,r1138
PHK42,r1137
PHG50,r1136
PHG29,r1135
PHBW8,r1134
OQ603,r1133
Oh40B,r1132
NS501,r1131
N192,r1130
MS224,r1129
MS200,r1128
MS153,r1127
MQ305,r1126
ML606,r1125
MEF156-55-2,r1124
LH82,r1123
LH54,r1122
LH38,r1121
LH223,r1120
CR1HT,r1119
LH206,r1118
LH184,r1117
LH145,r1116
L-155,r1115
I29,r1114
H99,r1113
G80,r1112
DKMBNA,r1111
DKFBHJ,r1110
DK78002A,r1109
DK4676A,r1108
CR14,r1107
CH157,r1106
B87,r1105
B85,r1104
A73,r1103
A682,r1102
A672,r1101
A649,r1100
A427,r1099
A374,r1098
3IJI1,r1097
1538,r1096
764,r1095
ZS635,r1094
W613S,r1093
PHW03,r1092
PHV57,r1091
PHT69,r1090
PHR30,r1089
PHP76,r1088
PHP55,r1087
PHP02,r1086
PHKE6,r1085
PHJR5,r1084
PHJ89,r1083
PHH93,r1082
PHG72,r1081
OS602,r1080
N197,r1079
MS225,r1078
LP5,r1077
LIBC-4,r1076
LH61,r1075
LH295,r1074
LH202,r1073
L-139,r1072
ICI581,r1071
ICI-193,r1070
IBC2,r1069
FBLA,r1068
EAST-028,r1067
CR-22,r1066
A208,r1065
790,r1064
W64A,r1063
W552,r1062
W153R,r1061
PHG71,r1060
NK807,r1059
NK778,r1058
ND247,r1057
MS72,r1056
Lp215D,r1055
LH222,r1054
LH172,r1053
LH166,r1052
LH149,r1051
L-127,r1050
IBB15,r1049
IBB14,r1048
CS405,r1047
CH753-4,r1046
CH711-10,r1045
A679,r1044
A556,r1043
A548,r1042
A340,r1041
A334,r1040
29MIBZ2,r1039
912,r1038
793,r1037
W182E,r1036
W117Ht,r1035
PHW86,r1034
PHW20,r1033
PHVA9,r1032
PHV37,r1031
PHTM9,r1030
PHN11,r1029
PHK74,r1028
PHGW7,r1027
PHG47,r1026
Oh43,r1025
NORTH-7,r1024
LH146Ht,r1023
L-135,r1022
IA2132,r1021
Ia-453,r1020
FC46,r1019
CM105,r1018
CA-4,r1017
AQA3,r1016
A674,r1015
A305,r1014
91IFC2,r1013
911,r1012
W9,r1011
W701BC,r1010
T242,r1009
PHVJ4,r1008
OQ403,r1007
ND265,r1006
MS116,r1005
A641,r1004
A572,r1003
A385,r1002
A322,r1001
PHG84,G84